gasoline_shock_pct,other_motor_fuel_shock_pct,september_cpi_w_all_items,q3_cpi_w_average,cola_raw_pct,cola_rounded_pct
10.0,65.0,330.5434986549421,328.7094995516474,3.6073455658411704,3.6
10.0,70.0,330.5611005926777,328.7153668642259,3.609194909053625,3.6
10.0,75.0,330.57870253041324,328.72123417680444,3.6110442522660793,3.6
10.0,80.0,330.59630446814884,328.72710148938296,3.6128935954785337,3.6
10.0,85.00000000000001,330.61390640588445,328.7329688019615,3.614742938690988,3.6
10.0,90.0,330.63150834362006,328.73883611454,3.616592281903443,3.6
10.0,95.0,330.64911028135566,328.74470342711857,3.6184416251159153,3.6
10.0,100.0,330.66671221909127,328.75057073969714,3.6202909683283875,3.6
10.0,105.0,330.6843141568268,328.7564380522756,3.622140311540824,3.6
10.0,110.00000000000001,330.7019160945624,328.76230536485417,3.6239896547532964,3.6
10.0,115.00000000000001,330.719518032298,328.7681726774327,3.625838997965751,3.6
10.0,120.00000000000001,330.73711997003363,328.7740399900112,3.6276883411782053,3.6
10.0,125.0,330.75472190776924,328.7799073025897,3.6295376843906597,3.6
10.0,130.0,330.77232384550484,328.7857746151683,3.6313870276031324,3.6
10.0,135.0,330.7899257832404,328.7916419277468,3.633236370815587,3.6
10.0,140.0,330.807527720976,328.7975092403253,3.6350857140280413,3.6
10.0,145.00000000000003,330.8251296587116,328.8033765529039,3.6369350572405135,3.6
10.0,150.0,330.8427315964472,328.8092438654824,3.638784400452968,3.6
10.0,155.0,330.8603335341828,328.81511117806093,3.6406337436654224,3.6
10.0,160.0,330.8779354719184,328.82097849063945,3.642483086877877,3.6
10.0,165.0,330.89553740965397,328.826845803218,3.644332430090349,3.6
10.0,170.00000000000003,330.9131393473896,328.83271311579654,3.646181773302804,3.6
10.0,175.0,330.9307412851252,328.83858042837505,3.6480311165152584,3.6
10.0,180.0,330.9483432228608,328.8444477409536,3.6498804597277306,3.6
10.0,185.0,330.9659451605964,328.85031505353214,3.651729802940185,3.7
10.0,190.0,330.983547098332,328.85618236611066,3.6535791461526395,3.7
10.0,195.00000000000003,331.00114903606755,328.8620496786892,3.655428489365094,3.7
10.0,200.0,331.01875097380315,328.86791699126775,3.657277832577566,3.7
10.0,205.00000000000003,331.03635291153876,328.87378430384626,3.6591271757900206,3.7
10.0,210.0,331.05395484927436,328.8796516164248,3.660976519002475,3.7
10.0,215.0,331.07155678700997,328.88551892900335,3.6628258622149477,3.7
10.0,220.00000000000003,331.0891587247456,328.89138624158187,3.664675205427402,3.7
10.0,225.0,331.1067606624811,328.8972535541604,3.6665245486398566,3.7
10.0,230.00000000000003,331.1243626002167,328.9031208667389,3.668373891852311,3.7
10.0,235.0,331.14196453795233,328.9089881793175,3.670223235064783,3.7
